language,sentence_id,surface,segmented,gloss,translation
lang3,107,"Hére tàvórúnãã fàsúmṹgo úvóvúmã̀mṹ, nĩ́ úvúdúbóromṹgomõ.",,,"When the sun rises tomorrow, I will run."
lang3,108,CL þàdrúmã̀drúmã̀gook tegeet þàgérígérí tàvérí kogook lórúmãã férílãã ídérímĩ́gemẽ.,,,The CL students are excited to share this language with their friends.
lang3,109,povàlúrúnã̀drúmã̀õ pélànĩ́ tàzeħríslí údúúràmṹzúnõ þàdézímĩ́.,,,The two astronomers must not let the telescope crash into the mountain.
lang3,110,tàzúúràgúúràgook þàdrúmãã pórúnṹ úgàzúmṹzúzúmṹ.,,,The teacher made the student repair the bicycle.
lang3,111,"Hére nĩ́ẽ pàrúmṹ nã̀ã̀õ ízérímĩ́dérímĩ́mĩ́, hére rómṹrúlú nṹṹõ þàbóromṹgomẽ ívézímĩ́mĩ́.",,,"When I finish studying mathematics, I want to go to the island."
lang3,112,"Nĩ́ stàdíràlí hére íínferenĩ́ úvàlúmṹmṹ, hére nẽ́rílíverízí líízéràverízí údrúmṹmṹ.",,,"I enjoy statistics and inference, especially when the alternative hypothesis beats the null hypothesis."
lang3,113,"Héré mã̀làlúnṹnṹlú ínẽ́rímĩ́mĩ́, nẽ́rílí þàdénĩ́lí úgórúàmṹgomõ.",,,"If the funding holds, new documentation will be created."
lang3,114,Nĩ́ẽ tràlúspíírànṹ lúúmṹràlú sórúmṹ ívérímã̀mĩ́.,,,I saw a beautiful story in the theatre.
lang3,115,Kómṹrúgo lúúzúmṹ þàdézímĩ́ nẽ́rímĩ́lí píírímĩ́ úvózúmṹ hére.,,,The computer must charge before the final exam begins.
lang4,1,Mṹṹnã̀rúnṹ nĩ́ĩ̀ dzàngúrúkù ðqgénĩ́ pélànĩ́qgì ígérímã̀mĩ́.,,,"In the observatory, I see the planet with the telescope."
lang4,2,Pìmã̀zúmṹ pìnĩ́ĩ́mĩ̀ràqgà àzàlàmĩ́mĩ́ hàqgà?,,,"The two cats bit the two fish, wow!"
lang4,3,tàħàrúmṹshkùùng tàħàrùgù ímĩ́línĩ̀zìħríslí àdàrúmṹmṹ.,,,The hawk chased the crow into the cave.
lang4,4,Xórúmũ̀ghórúmũ̀ ðdàrúmũ̀dórúmã̀gù kànã̀ràlú líízìrànĩ́ úvàlúmṹnũ̀.,,,The habitually serious hunter doesn't enjoy the karaoke.
lang4,5,dzúúràgúúràgùùng ðdórúmã̀dórúmã̃ tàgézí mṍlúrúmṍlúrú íqgélímĩ́zímĩ́.,,,The teacher made the students find ten dictionaries.
lang4,6,Mã̀gúzúúràzórùnã̀ràgùùng fàlúrúnã̀dórúmã̃ tàgàríqgàdí kérídàrímĩ́ tàgàríqgàdí íqgérímĩ́zízímĩ́.,,,The emperor made the astronomer calculate eighty times eighty.
lang4,7,Kùgù tíímĩ̀lí téràmĩ́ ízàmĩ́mĩ́ lúú hàqgà?,,,Is this really your dream?!
lang4,8,Tùlóràdàgùùng tézímĩ́lí ðbàlàràqgà údórúmũ̀dórúmã̀mṹ.,,,His hand broke the metal stick.
lang4,9,Pàlúmṹdórúmã̀gùùng bvórúlúnṹ tàgézí kíílímĩ́rí àrúúzàmṹmṹ.,,,The athlete runs ten kilometers in the park.
lang4,10,Ðdàrúmũ̀dórúmã̃ hérì làmũ̀rúzúúràdórúmã̃ tíírímĩ́ àvúúràmṹmṹ.,,,The hunter and the musician competed together.
lang4,11,Nĩ́ĩ̀ nẽ́rílí mṍlúrú ðqgénĩ́ Aàrúmã̃ ízérímĩ́mĩ́.,,,I learned Aaruma with a new dictionary.
lang4,12,Mã̀làlú kólù úbàrúmã̀mṹlú mã̀gúzúúràzórùnã̀ràgùùng ðdólúmṹnṹnṹlú ðgórúmã̀nũ̀ ígérímã̀mĩ́.,,,The emperor who has the golden ring saw the despair of the poor.
lang4,13,"Shénĩ̀ íqgélímĩ́mĩ́ hérì, ðdàrúmũ̀dórúmã̀gùùng dzìħrís ízérímĩ́dérímĩ́mĩ́.",,,"After he found the bone, the hunter mastered the mountain."
lang4,14,Mã̀zúmṹgù pùlúnã̀mũ̀rã àdàrúmṹmṹ kóvúnṹnṹ.,,,The cat chased the lizard in the garden.
lang4,15,bvórã bvózúmṹgùùng tànṹrú ízérímĩ́mĩ́.,,,An unfiltered introduction ensures the audience stays focused.
lang4,16,Kùgù mṹṹrúmṹṹrú mṹṹrànṹlú ízàmĩ́mĩ́; ðbóħrúnṹ mṹṹrúmṹṹrú: sólúmã̃ mṹṹrúnṹ tíírímĩ́.,,,It has lifeless eyes; black eyes: like a doll's eyes.
lang4,17,nĩ́ĩ̀ bvórúlúnṹ félírúnã̀gélírínã̃ ígérímã̀mĩ́.,,,I see stars in the park.
lang4,18,Nĩ́ĩ̀ pórúmṹbórúmṹ bvórúlúnṹ úpúúrúmã̃ àgérímã̀mĩ́.,,,I saw the owls hiding in the park.
lang4,19,Súyzúypúzúgùùng shííynĩ́mĩ́lí ígérímã̀mĩ́.,,,Sisyphus peered into the mist.
lang4,20,"Héré ðdénĩ́lí xélírílí sàmĩ́mĩ́, nĩ́ dzúúrã férímã̀làqgà ízàmĩ́qgìmĩ̀.",,,"If the documentation is true, I will be very happy."
lang4,21,"Mã̀nã̀rúmã̃ hàqgà, tàgéràmĩ́dàqgìrí, Aghíílílí xàrùlúxàrùn, Pàlùùngwsànũ̀mṹ, mĩ́ĩ́rànĩ́nẽ́rízílí, mĩ́ĩ́rànĩ́nẽ́rízínã̀qgà, sélímĩ́lí; mã̀nã̀rúmã̃ hérìqgì xàrùlúxàrùn kùgù tìqgì Ākííyànĩ́ dzérìnĩ́ ðgórúmṹ nã̀rúmã̀nã̀rúmã̃ údórúmũ̀zúmṹ hérì dzérìnĩ́ mṹṹrànṹlú mã̀rànĩ́géràmĩ́dàqgìrímã̀rànĩ́géràmĩ́dàqgìrí mã̀rúgúlú mĩ́línĩ̀zìħrís Hùdústómṹrúlú ànẽ́mĩ́zízímĩ́.",,,"mánaruma há, vérami-tógoru, Aghíli-li xòrolughòron, Péleewsa-nùmu, míraninérizili, míraninérizina, míraninérizélimili; mánaruma hére-ko xòrolixòron ko-ko te-ke Ākíya-nu zéreni górumu náruma-náruma i-tórumo-su-mi hére zéreni múranulu máranivéramidágeri-máranivéramidágeri márugu-lu miline-zeħris Hedis-dómuru-lu a-némi-su-su-mi"
lang4,22,nĩ́ tìqgììn mã̀nã̀rú ídérímĩ́dérímĩ́mĩ́ hàqgà?,,,We finished the song together!
lang4,23,tàħàrùgùùng mã̀yspànũ̀mṹ fíízànĩ́nĩ́ àzàlúmṹmṹ.,,,The crow ate the popcorn in the kitchen.
lang4,24,Fúúdúrúlú ðbórúnṹlú bvúúlúmṹgùùng nṍlúmṹlú ðbàrúmṹgù àvúúrúmṹvàrúmṹmṹ.,,,The quick brown fox jumped over the lazy dog.
lang4,25,"tàħórúmṹvórúmã̀nṹ ðdàqgàqgà shííynĩ́mĩ́lí ízàmĩ́mĩ́lí, mã̀ys ídàrímĩ́qgìmĩ̀.",,,"Because the soil is wet in April, the corn will apparently grow."
lang4,26,Ðdóràvàgù kómṹrúdózúmṹ ídézímĩ́mĩ́.,,,The system has a technical requirement.
lang4,27,Nã̀ã̀wù pórúmṹgù àgérímã̀mĩ́.,,,I saw the owl.
lang4,28,Kóvànṹlú pùlúnã̀mũ̀ràgùùng xàzímĩ́lí sànũ̀mṹ àzàlàmĩ́mĩ́.,,,The green lizard bit the spicy snack.
lang4,29,"Héré tóràlúgù ðgórúmṹ ízàmĩ́mĩ́, ðdórúmã̀dórúmã̀gùùng tìqgììn ígérímĩ́qgìmĩ̀.",,,"If the movie is good, the students will celebrate."
lang4,30,Lórúmã̃ tóràlú úbàrúmã̀mṹlú tóràlúgórúwàmã̀gùùng tóràlúnã̀rúmã̃ àbérímã̀zízímĩ́.,,,The director whose movie was long made the actor cry.
lang4,31,Làmũ̀rúdórúgùùng ràzúmṹrànã̃ údórúmũ̀súzúmṹ rómṹrúnṹ.,,,The musician had the alphabet taught on the island.
lang4,32,Ðdórúmã̀qgììn fólúmṹzérímĩ́ fíízànĩ́nĩ́ shúúyàlú sànũ̀mṹ ígíízàmĩ́ ízàmĩ́mĩ́.,,,The student's hobby is cooking nuanced snacks in the kitchen.
lang4,33,"Héré xúúbàrúgùùng félírínĩ́ fàzúmã̀gù ígérímã̀mĩ́, dzérìnĩ́ nã̀rúmã̀nã̀rúmã̀gùùng tìqgììn nẽ́rílí térìnĩ́ ígézímĩ́qgìmĩ̀.",,,"If the satellite sees the storm in the sky, many people will want new data."
lang4,34,Mã̀zúmṹgù lúúmṹràlú kíírímĩ́dógùrúlú úvàrúmṹmṹ.,,,The cat climbed into the beautiful tree.
lang4,35,Nĩ́ĩ̀ bvórúlúnṹ nã̀nĩ́ bvúúlúmṹ àgérímã̀mĩ́ héré pàlúmṹmṹ.,,,I saw five foxes in the park while they played.
lang4,36,tàħàrùgùùng xórùnṹzàmṹshnṹ pìqgàdínqgérìténã̀qgà bvónṹmã̃ àzàlúmṹmṹ.,,,The crow ate fifty-four pieces of fruit in the desert.
lang4,37,"Héré fàsúmṹgù férírílí úfàrúmṹmṹ, túúrúmṹtúúrúmṹgùùng lúúmṹràlú mã̀nã̀rú úmã̀nã̀rúmã̀mṹ.",,,"When the sun climbs into the sky, the birds sing a beautiful song."
lang4,38,Súysúypúsúkùùng púúrúmṹmṹnqgérì ðdólúmṹmṹ hérì kúúrúmṹvórúmã̃ shííynĩ́mĩ́ tàgérízílí ígérímã̀mĩ́ lúú?,,,Did [Sisyphus] jump or did he fall as he gazed into the maw of the morning mist?
lang4,39,"Hérì nĩ́ĩ̀ pélànĩ́ ígàzúmṹdàrúmṹ, nĩ́ĩ̀ pélànĩ́ dzàngúrú úmṹṹràzàmṹgùmũ̀.",,,"After I repair the telescope, I photograph the distant planet."
lang4,40,"Ðdórúmã̀dórúmã̀gùùng tìqgì dzómṹrúgùlú líízìràqgà tórúnṹdórúnṹ ízàmĩ́nĩ̀, ðgórúmṹlã ízàmĩ́mĩ́.",,,"The students are grateful, as next week there are no quizzes."
lang4,41,Ðdàrúmũ̀dórúmã̃ nẽ́rítìdàqgà údólúmṹmṹlú nĩ́ĩ́mã̀qgì mã̀rúnṹ ízéràdímĩ́.,,,The ghost of the hunter who lost his leg remains in the valley.
lang4,42,Nĩ́ĩ̀ dzúúràgúúrã ðdórúmṹ ðdénĩ́lí íìlíríízímĩ́zízímĩ́.,,,I made the teacher have the student read the documentation.
lang4,43,"Héré tíímĩ̀ĩ̀n nĩ́ àqgérímĩ́mĩ́, nĩ́lí líímĩ̀rí úfàlúmṹmṹ.",,,"If you help me, I enjoy my music."
lang4,44,Tóràlúlàdàmṍlúrúgù dzúúrã lórúmã̃ hérì nã̀rúgú ízàmĩ́mĩ́.,,,The script was very long and difficult.
lang4,45,tàħàrùgùùng mã̀zúmṹ àrúúzúmṹzúmṹ.,,,The crow made the cat run.
lang4,46,Tíímĩ̀qgì sànĩ́mṹnã̀rú ízàmĩ́mĩ́ lúú?,,,Are you just here for the snacks?
lang4,47,"Hérì tìlí ðdórúvã únṍrúmṹgùmũ̀, nĩ́ĩ̀ nẽ́rígàrínĩ́ kìqgì ðdérígàlí sérímĩ́ údórúmṹmṹ ígézímĩ́mĩ́.",,,"When this program ends, I want to use my learning from this program in the future."
lang4,48,Líízírìù mã̀gúzúúrã ràzúmṹrànã̃ únã̀rúmṹzúzúbúmṹ ðdénĩ́lí ízérímĩ́dérímĩ́lí?,,,Who made the president write the alphabet for the sake of completing the documentation?
lang4,49,tàħórúmṹvórúmã̀nṹ xàlùnṹ nẽ́mĩ́mĩ́ xórùnṹnṹ ízàmĩ́mĩ́.,,,"In April, there is floating (debris) in the gutter by the field."
lang4,50,Làmũ̀rúdórúgù sólúnṹzórúmṹ líínĩ̀nĩ́lí shúúyàlú tàlímĩ́rézàmĩ́ únã̀rúmṹmṹ.,,,The musician wrote a nuanced message about the history of the world.
lang4,51,dzúúràgúúràgùùng ðdórúmã̀dórúmã̃ dzìħríslí sólúnṹzórúmṹ ízérímĩ́zízímĩ́.,,,The teacher taught the students the history of the mountain.
lang4,52,Ðdórúmã̀gùùng mṍlúrú údólúmṹmṹ tràvúmṹdógùrúnṹ.,,,The student lost the dictionary on the bus.
lang4,53,Tóràlúgórúwàmã̀gùùng nẽ́rílí tàgérízímã̀qgà ílíímĩ́rímĩ́.,,,The director looks forward to the new scene.
lang4,54,Xàzúnṹ nĩ́ĩ́zàmĩ́qgì ðdórúmṹlú mṹṹrànṹbàrúmṹ tàgérí mṍzúlú ízàmĩ́mĩ́.,,,The smell of the fire is dangerous for the young animals.
lang4,55,bvàrúdógùrúgù férímĩ́lí mĩ́lí ízéràlímĩ́.,,,The mirror reflects the bright light.
lang4,56,Ðdórúmã̀gùùng dzórúmã̀lú tógùrú úgàzúmṹdàrúmṹmṹ hàqgà?,,,"The student finished repairing the important tool, wow!"
lang4,57,Nĩ́ĩ̀ dzúúràgúúrã ðdórúmṹ mã̀làlú kólù úlóràdàrúmṹzúzúbúmṹ.,,,I had the teacher make the child obtain the golden ring.
lang4,58,"Nĩ́ tìqgììn ðdólúmṹgùmũ̀, hérì nĩ́ tìqgììn ðdénĩ́dénĩ́lí ízérímĩ́dérímĩ́mĩ̀.",,,We will miss each other when we finish classes.
lang4,59,Mã̀zúmṹgù sànũ̀mṹ ínĩ́ĩ́zàmĩ́mĩ́ lúú?,,,Does the cat smell the snack?
lang4,60,Nĩ́ tìqgììn nẽ́rímĩ́lí tìlí tàgérìnĩ́ ðqgénĩ́ nẽ́rílí mã̀zúmṹ úgórúwàmṹgùmũ̀ ígézímĩ́mĩ́.,,,We want to create a new model for our capstone project.
lang4,61,Mã̀yskùùng fàzúmṹlú dzúúrã lúúmṹràlú ízàmĩ́mĩ́.,,,The corn looks very beautiful in the sun.
lang4,62,Aàrúmã̀gùùng Espìràntàlí dzúúrã fàrúmṹdàrúmṹmṹ!,,,Aaruma significantly surpasses Esperanto!
lang4,63,ðdàgànṹ nĩ́ĩ̀ tàħàrúmlú nĩ́ĩ́mã̀qgà ígérímã̀mĩ́.,,,I see the shadow of the hawk on the earth.
lang4,64,Tóràlúgórúwàmã̀gùùng kàlàqgà nẽ́rímĩ́ ítéràmã̀dérímĩ́mĩ́ shúúyã tàgéràmĩ́ ízérímĩ́lí.,,,The director sacrificed a grand ending to ensure a subtle theme.
lang4,65,"Héré mã̀làlúnṹlú ínẽ́rímĩ́mĩ́, ðdórúmã̀gù ízérímĩ́dérímĩ́qgìmĩ̀.",,,"If the funding holds, I see the student will graduate."
lang4,66,"Kùgùnũ̀ ðdénĩ́dénĩ́ nã̀rúgúlú sàmĩ́mĩ́, nĩ́ĩ̀ nĩ́lí Yúúbúysúylú tràgímĩ́ téràmĩ́ ízéràlímĩ́.",,,"Although the classes are hard, I reflect on my dream of traveling to UBC."
lang4,67,Mã̀gúzúúràzórùnã̀ràlú mã̀làlú kólù dzàrúnṹlú úvàrúmṹmṹ.,,,The emperor's golden ring fell into the river.
lang4,68,"Héré kérím xélírí ízàmĩ́mĩ́, ðqgérímĩ́ ðdàrúmṹvólúmṹ ízàmĩ́qgìmĩ̀.",,,"If the calculation is true, the project will be a success (I see it)."
lang4,69,Tóràlúlàdàmṍlúrúgù dzúúrã lórúmã̃ hérì nã̀rúgú ízàmĩ́mĩ́.,,,The script was very long and difficult.
lang4,70,"Héré ðdórúmã̀gùùng tézímĩ́lí kólù íqgélímĩ́mĩ́, dzúúràgúúràgùùng férímã̀làqgà ízàmĩ́qgìmĩ̀.",,,"If the student finds the silver ring, the teacher will be happy."
lang4,71,"Tíímĩ̀ĩ̀n ðqgénĩ́ tìlí ðdénĩ́mĩ́ tàgérìnĩ́ nĩ́ àqgérímĩ́mĩ́, hérì kùgù dzúúrã sólúrúlú ízàmĩ́mĩ́.",,,"You are helping us with our school project, and that is very kind."
lang4,72,Pólúrúlã túúrúmṹgù félírínĩ́ ízàmĩ́mĩ́.,,,The small bird is in the sky.
lang4,73,"Hérì nĩ́ĩ̀ nĩ́lí pórúnṹgù úkàzúmṹmṹ, nĩ́ pànṹrúlú ðbórùmṹmṹ.",,,"After I repair my bicycle, I go to the library."
lang4,74,"Tìlí sélímĩ́ ðdénĩ́dénĩ́dìlí ínẽ́rímĩ́dérímĩ́qgìmĩ̀, dzérìnĩ́ ðdórúmã̀dórúmã̀gùùng tìqgììn kàvúrú ídézímĩ́mĩ́.",,,Many of the students need coffee to get through our day of classes.
lang4,75,Ðbóħrúnṹvàrímĩ́lí tóràlúgù dzúúrã lórúmã̃ ízàmĩ́mĩ́.,,,The black and white film is very old.
lang4,76,"Héré pííbíbííbíqgì sàgúúrã kíírímĩ́qgì íqgélímĩ́mĩ́, ðdórúmã̀dórúmã̀gùùng úvórúzàgùmũ̀.",,,"If the hummingbirds find the cherry blossoms, the students will be surprised."
lang4,77,"Nĩ́ĩ̀ lízìràqgì ðbórúmṹ àgórúwàmṹzúzúmṹ, hérì tìqgì ínã̀zímĩ́nĩ̀.",,,I made him an offer he couldn't refuse.
lang4,78,Nĩ́ĩ̀ pàlúmṹdórúmã̃ nẽ́zíqgàdí kíílímĩ́rí àrúúzàmṹzúzúmṹ fúúràmṹ tàgérí.,,,I made the athlete run sixty kilometers for the race.
lang4,79,Nĩ́ĩ̀ bvólúmṹnṹ lúúmṹràlú kíírímĩ́ ígérímã̀mĩ́ hàqgà?,,,"I saw a beautiful flower in the window, wow!"
lang4,80,Xéràlí ràzúmṹrànã̀gùùng tìlí sérímĩ́nĩ́ ísérímĩ́mĩ́.,,,The expressive alphabet ensures our knowledge.
lang4,81,"Mã̀ràlí, nĩ́ ðbàrùlúlú àyìlíríízímĩ́qgìmĩ̀.",,,"Later, I will read at the beach."
lang4,82,"Nĩ́ĩ̀ ðdórúmã̀mṹṹrú kànã̀ràlú ðbórùmṹzúbúmĩ́, tìkì úvàlúmṹlú.",,,I had the children go to karaoke for their benefit so they might enjoy it.
lang4,83,Nĩ́ĩ̀ nĩ́lí bvólúmṹlú félírínã̀gélírínã̀qgà ígérímã̀mĩ́.,,,I see the stars from my window.
lang4,84,Ðdórúmã̀gù pànṹrúlúlú ízérímĩ́dérímĩ́mĩ́.,,,The student graduated from the library.
lang4,85,"Hérì fàlúrúnã̀dórúmã̀gùùng térìnĩ́ íbérímĩ́mĩ́, ðdórúmã̀gùùng pànṹrúnṹ àwórúmũ̀mṹ.",,,"While the astronomer reviews the data, the student sleeps in the library."
lang4,86,Ðdàrúmũ̀dórúmã̀gùùng xórùnṹnṹ pùgàdínqgérìã túúrúmṹ àdàrúmṹmṹ.,,,The hunter chased forty-eight birds in the field.
lang4,87,Ðdórúmã̀gù nẽ́rídì údórúmũ̀dórúmã̀mṹ.,,,The student broke his leg.
lang4,88,Mṍgùspórúmṹ kàlàlàqgà pànṹrúnṹ kàzúmṹlú hérì ðglíízàlí ízàmĩ́mĩ́.,,,Everything in the grand library is clean and bright.
lang4,89,Ðdórúmã̀gù fíízànĩ́nĩ́ lúúmṹràlú sànũ̀mṹ àzàlúmṹmṹ.,,,The student ate a beautiful snack in the kitchen.
lang4,90,Nĩ́ĩ̀ dzàngúrúnṹ mã̀làlú kólù ígérímã̀mĩ́ héré pélànĩ́qgì ígérímã̀mĩ́.,,,I saw a golden circle on the planet while looking through the telescope.
lang4,91,bvànṹgúvã bvórúmã̀nṹ lúúmṹràlú ízàmĩ́mĩ́.,,,Vancouver is beautiful in spring.
lang4,92,Nĩ́ tìqgììn nẽ́rímĩ́lí tìlí tàgérìnĩ́ úgórúwàmṹgùmũ̀ ílíímĩ́rímĩ̀.,,,We look forward to completing our capstone projects.
lang4,93,Ðdúúrúmṹ rómṹrúnṹ dzù ízàmĩ́mĩ́.,,,The wind is always on the island.
lang4,94,Ðdórúmṹgù sànũ̀mṹ ígézímĩ́mĩ́ lúú?,,,Does the child want the snack?
lang4,95,Ðdórúmṹgù kóvúnṹnṹ bvónṹmã̃ àzàlàmĩ́mĩ́ lúúmṹràlú.,,,The child bit the fruit in the beautiful garden.
lang4,96,Nĩ́ĩ̀ dzúúràgúúrã ðdórúmṹ ðdénĩ́lí íìlíríízímĩ́zízímĩ́.,,,I made the teacher have the child read the documentation.
lang4,97,dzélíríqgììn nṍrúmṹnṍrúmṹ ídàrímĩ́zúmĩ́.,,,The wind makes the clouds grow.
lang4,98,dzúúràdórúmã̀gùùng térìnĩ́lí nẽ́rílí fénã̀ràqgà ígíírímĩ́mĩ́.,,,The scholar built a new algorithm from the data.
lang4,99,bvànṹgúvànṹ dzérìnĩ́ mã̀nã̀rúmã̀nã̀rú íbàrímĩ́mĩ́.,,,Many songs are heard in Vancouver.
lang4,100,Mã̀gúzúúràzórùnã̀ràgùùng dzérìnĩ́ mã̀làlú kólùgólù úbàrúmã̀mṹ.,,,The emperor possesses many golden rings.
lang4,101,Mṹṹrànṹspàràzúúràdórúmã̀gùùng dzérímĩ́nĩ̀lí ðbàrúnã̃ tàħórúmṹ túúzúmã̃ ínĩ́ĩ́zímĩ́zízímĩ́.,,,The doctor made the weak animal drink the cold water.
lang4,102,Ðdórúmã̀gùùng tíírímĩ́ bvózã pólúrú bvàrúdógùrúvàrúdógùrú údórúmũ̀dórúmã̀mṹ.,,,The child broke eighteen small mirrors together.
lang4,103,Nĩ́díqgììn ðdórúmã̀dórúmã̃ pànṹrúnṹ dzàlúmṹzólúnṹ àzàlúmṹzúmṹ tíírímĩ́ hàqgà?,,,"We (you and I) made the children eat lunch in the library together, wow!"
lang4,104,ðdàgànṹ tàħàrúmlú nĩ́ĩ́mã̀qgà ðbóħrúnṹ kólù ízàmĩ́mĩ́.,,,The shadow of the hawk is a black circle on the dirt.
lang4,105,"Héré pàlúmṹnã̀rúmã̀gù tórúnṹ útórúmũ̀dórúmã̀gù, nṹṹmã̃ àgérímĩ́qgìmĩ̀ hàqgà?",,,"If that specific athlete wins, the family will celebrate, wow!"
lang4,106,nĩ́ĩ̀ fúúràmṹnṹ làmũ̀rúdórúmã̃ mã̀nã̀rúmã̃ àbàrímĩ́mĩ́.,,,I hear the musician sing at the race.
lang4,107,dzúúràdórúmã̀gù dzúúràvórúnṹ sàrúmṹzórúmṹ xélírítérìnĩ́ íbérímĩ́ ídézímĩ́mĩ́.,,,The scholar must review the evidence of the ancient conflict.
lang4,108,Mã̀zúmṹgù kóvúnṹnṹ pùlúnã̀mũ̀rã àdàrúmṹmṹ hàqgà?,,,"The cat chased the lizard in the garden, wow!"
lang4,109,Tóràlúnã̀rúmã̀gùùng lúúmṹràlú lórúmã̃ ídàlímĩ́mĩ́.,,,The actor speaks a beautiful language.
lang4,110,Nĩ́lú nã̀zírí shénĩ̀dàqgà údórúmũ̀dórúmã̀mṹ.,,,My sister's bone is broken.
lang4,111,Nĩ́ĩ̀ pùmṹṹrúdã ðdénĩ́lí ígérímã̀zízímĩ́ shúúyàlú.,,,I made my eyes look at the documentation carefully.
lang4,112,Sérímĩ́nĩ́zéràdàrímã̀qgììn tíírímĩ́ pííràqgà bvónṹvónṹ íqgérímĩ́mĩ́.,,,The scientist counts four hundred seeds together.
lang4,113,Ðdúrslúy mã̀qgízíqgì ðdómṹrú úgàzúmṹmṹ.,,,Mrs. Dursley repaired the house.
lang4,114,Tìqgì dzàrúmṹ hérì ðgùrúmã̀lúghórúmṹ údórúmṹzúbúmṹ.,,,They are endowed with reason and conscience.
lang4,115,Nĩ́ĩ̀ úú pórúmṹbórúmṹ pànṹrúlí spíírànṹ ípúúrúmã̃ àgérímã̀mĩ́.,,,I saw eight owls hiding within the old library's dome.
lang4,116,Nĩ́dìdìqgììn mã̀gúzúúrã nẽ́rílí mã̀rúnṹ ígérímã̀zízímĩ́.,,,We (I and them) made the President see the new market.
lang5,1,"Héré dngàluma nggórumàlu hàmimi, hànimunàrugo fólumu ngqgéni igérimiqgeme.",,,"If the food is tasty, the snacker will celebrate with joy."
lang5,2,Swidiqge tóràlugóruwàmàgo lúmura xéràli rélàmàqgà unàrumumu.,,,"The Swedish director wrote a beautiful, expressive poem."
lang5,3,Zdóruma lóràdàtàgo tàħórumu ingàmimi fàngumàlu.,,,The student’s hand is cold after the storm.
lang5,4,Nie bvóma bvónuvónu kóvànulu màrunu igérimàmi.,,,I see sixty-four million seeds in the green valley.
lang5,5,"dngúràvórunu ràngumuràna uvúrumumulu, ngdórumàdórumàgo ingérimidérimi ivàrumunomu.",,,"Because of the ancient script being hidden, the students cannot graduate."
lang5,6,Làmorudórumàgo ú hélimini pàlumuma àpàlumumu.,,,The musician plays the instrument for eight days.
lang5,7,"Héré ngdórumàgo téngimili kólo iqgélimimi, dngúràgúràgo kérimàlàqgà ingàmiqgeme.",,,"If the student finds the silver ring, the teacher will be happy."
lang5,8,Tàmomúrudogo lúmuràlu túrumu àgérimàmi.,,,Your eye saw the beautiful bird.
lang5,9,Kúrumuvórumànu fúdurulu éle lúmuràlu ingàmimi.,,,"In the morning, the fast swan is beautiful."
lang5,10,Nie pórumubórumu bvórulunu uvúruma àgérimàmi.,,,I saw the owls hiding in the park.
lang5,11,"Héré rénàqgà bvóra hàmimi, nàrumànàrumàgo xéliri iqgélimiqgeme.",,,"If the pacing is raw, the audience will find the truth."
lang5,12,Nie pàlumudóruma peqgàdinqgérebe qílimiri àrúngàmungungumu.,,,I made the athlete run 42 kilometers.
lang5,13,Teli númàgo ngdómurunu ú nérili húmurumúrunu idéngimimi.,,,Our family needs eight new beds in the house.
lang5,14,Múrànuhpàràngúràdórumàgo dngérimineli ngbàruna tàħórumu túnguma iníngimingingimi.,,,The doctor made the weak animal drink the cold water in the hospital.
lang5,15,Nie nili lóràda ngqgéni hàgúra qírimi ulóràdàrumumu.,,,I reached for the cherry blossom with my own hand.
lang5,16,Kogo ngdénilili hírinili Aàrumàlu ingàmimi.,,,This is the documentation of the history of Aaruma.
lang5,17,Pongúràdórumàwo píràqgà kélirinàgélirinàqgà pélàniqge igérimàmi.,,,The two scholars saw four hundred stars through the telescope.
lang5,18,Màgungúràngóronàràgo mànàrudóruma àmànàrumàngubumu.,,,The emperor made the musician sing for the benefit of others.
lang5,19,tàħàrumushdàgo lúmura kélàridàqgà dngéreniri hélimi ulóngumungungumu.,,,The hawk’s own beautiful wings make it fly every single day.
lang5,20,Tóràlugo héreqge uvóngumumu.,,,The movie starts now.
lang5,21,Língireo nàmihpíràni mimíhmiqge àngólumungumu?,,,Who made the mime sit in the prison?
lang5,22,Móngunolu ngdàrumodórumàgo xàngunu níngàmi umóngumunomu.,,,The brave hunter does not fear the smell of fire.
lang5,23,Mimíhmiqge nebàrimilimi ràngumuràna unàrumumu.,,,The mime silently wrote the alphabet.
lang5,24,"bvórumànu dngeħrihni ishíynimi, hére lúmuràlu ingàmimi.",,,"In spring, it rains on the mountain, and it is beautiful."
lang5,25,Kàrunugo inémimi hére udúràmumu màrugulu.,,,Let the rock roll and crash downward.
lang5,26,Kogo kómuru hólurungólurulu ingàmimi hére kogo qérimoshtórumodóruma ingàmimi lú?,,,Is this computer habitually helpful or is it a nuisance?
lang5,27,Língireo lédàni ràngumuràna unàrumumu?,,,Who wrote the alphabet on the paper?
lang5,28,Píbibíbiqge lúmura qírimili ulóràdàrumumu.,,,The hummingbird reached for the beautiful flower.
lang5,29,Te kérimili límeri ngqgéni shúya fólumu bvónàmu igéngimimi.,,,She wants to evoke a nuanced joy through the bright music.
lang5,30,Nie ngdórumà-lu bvóma bvónuvónu udórumomu.,,,I gave sixty-four million seeds to the student.
lang5,31,Pórumubórumu kélirini àlóngumumu.,,,The owls fly in the sky.
lang5,32,"Hére nili ngqgériqgéri kànàràlu ngbóromumu, nie pànurunu ieliríngimimi.",,,I read in the library while my friends went to karaoke.
